namedate,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name
2021-01-15-19-milwaukee,67.7,21,7.9,3,94.7,82.1,32,0.595,58,0.534,31,0.31,18,0.667,12,5,200,106.6,31.3,10,17,81,,3.9,3,0.345,20,0.35,7,59.2,42,0.609,23.3,20,38,0.632,24,0.5,5,"January 15, 2021",57.7,15,13.2,5,106.6,68.8,22,0.448,67,0.388,26,0.239,16,0.75,12,3,200,94.7,17.9,7,18,72,,14.5,11,0.433,29,0.276,8,40.8,29,0.483,9.8,8,38,0.474,18,0.625,5,"UW-Milwaukee Panther Arena, Milwaukee, Wisconsin",MILWAUKEE,Milwaukee,76.1,Away,IPFW,Purdue-Fort Wayne
2021-01-16-19-milwaukee,66.7,18,5.9,2,97.4,87.5,28,0.767,43,0.628,27,0.581,25,0.6,15,5,200,106.6,5.3,1,17,81,,10.5,8,0.395,17,0.706,12,56.9,29,0.738,28,21,26,0.577,15,0.545,6,"January 16, 2021",51.9,14,3.8,1,106.6,94.7,18,0.508,60,0.45,27,0.283,17,0.765,13,4,200,97.4,12.5,4,16,74,,11.8,9,0.433,26,0.269,7,43.1,22,0.544,16.2,13,34,0.588,20,0.556,5,"UW-Milwaukee Panther Arena, Milwaukee, Wisconsin",MILWAUKEE,Milwaukee,76,Away,IPFW,Purdue-Fort Wayne
2021-01-22-21-cleveland-state,41.2,7,9.5,2,95.5,84.4,27,0.328,58,0.293,17,0.414,24,0.625,15,5,200,79.1,31.1,14,16,53,,6,4,0.397,23,0.174,4,53.2,41,0.382,14.9,12,35,0.371,13,0.5,5,"January 22, 2021",73.9,17,8.6,3,79.1,68.9,31,0.529,52,0.442,23,0.269,14,0.643,9,4,200,95.5,15.6,5,23,64,,11.9,8,0.596,31,0.29,9,46.8,36,0.546,17.1,12,21,0.667,14,0.714,10,"Wolstein Center, Cleveland, Ohio",MILWAUKEE,Milwaukee,66.5,Home,CLEVELAND-STATE,Cleveland State
2021-01-23-17-cleveland-state,50,12,2.3,1,103.9,72.5,29,0.466,59,0.407,24,0.508,30,0.867,26,5,225,105.2,13.9,5,26,81,,5.2,4,0.424,25,0.28,7,44.7,34,0.553,11.1,9,34,0.5,17,0.545,6,"January 23, 2021",50,14,5.9,2,105.2,86.1,31,0.508,63,0.444,28,0.397,25,0.64,16,5,225,103.9,27.5,11,25,80,,6.5,5,0.302,19,0.421,8,55.3,42,0.534,14,12,44,0.455,20,0.667,10,"Wolstein Center, Cleveland, Ohio",CLEVELAND-STATE,Cleveland State,68.1,Away,MILWAUKEE,Milwaukee
2021-01-29-18-iupui,30.8,8,2.6,1,105.8,64.9,24,0.492,61,0.426,26,0.148,9,0.889,8,6,200,98.6,10,3,16,68,,5.8,4,0.393,24,0.333,8,40.3,27,0.521,11,8,37,0.486,18,0.5,6,"January 29, 2021",44.4,12,13.5,5,98.6,90,27,0.484,63,0.429,27,0.286,18,0.667,12,6,200,105.8,35.1,13,14,73,,5.8,4,0.397,25,0.28,7,59.7,40,0.51,12.4,10,38,0.526,20,0.4,4,"Indiana Farmers Coliseum, Indianapolis, Indiana",MILWAUKEE,Milwaukee,69.4,Home,IUPUI,IUPUI
2021-01-30-15-iupui,53.6,15,7.9,3,101.3,68.9,31,0.544,57,0.491,28,0.474,27,0.778,21,6,200,110.7,25,7,21,83,,6.7,5,0.333,19,0.316,6,52.1,38,0.594,14.8,12,38,0.579,22,0.538,7,"January 30, 2021",57.1,12,5.3,2,110.7,75,21,0.392,65,0.323,21,0.446,29,0.862,25,7,200,101.3,31.1,14,24,76,,8,6,0.415,27,0.333,9,47.9,35,0.482,11.4,10,38,0.316,12,0.364,4,"Indiana Farmers Coliseum, Indianapolis, Indiana",IUPUI,IUPUI,74.8,Away,MILWAUKEE,Milwaukee
2021-02-05-18-milwaukee,71.9,23,7.1,3,105.8,65.7,23,0.621,66,0.485,32,0.106,7,0.714,5,8,200,126.1,30.3,10,22,87,,11.6,8,0.561,37,0.486,18,48.5,33,0.627,11.5,9,29,0.483,14,0.556,10,"February 5, 2021",48,12,13.8,4,126.1,69.7,23,0.491,58,0.431,25,0.397,23,0.696,16,7,200,105.8,34.3,12,14,73,,7.2,5,0.276,16,0.438,7,51.5,35,0.53,16,13,42,0.429,18,0.5,7,"UW-Milwaukee Panther Arena, Milwaukee, Wisconsin",MILWAUKEE,Milwaukee,69.1,Away,NORTHERN-KENTUCKY,Northern Kentucky
2021-02-06-15-milwaukee,51.9,14,2.7,1,91.5,93.1,27,0.536,56,0.482,27,0.429,24,0.792,19,8,200,111.3,36,9,18,79,,7,5,0.375,21,0.286,6,66.7,36,0.586,15.3,12,35,0.6,21,0.579,11,"February 6, 2021",46.2,12,8.6,3,111.3,64,16,0.519,54,0.481,26,0.259,14,0.643,9,8,200,91.5,6.9,2,21,65,,7,5,0.315,17,0.235,4,33.3,18,0.536,17.8,13,37,0.595,22,0.467,7,"UW-Milwaukee Panther Arena, Milwaukee, Wisconsin",MILWAUKEE,Milwaukee,71,Away,NORTHERN-KENTUCKY,Northern Kentucky
2021-02-12-19-wright-state,53.3,16,2.9,1,119.5,73.3,22,0.539,64,0.469,30,0.297,19,0.632,12,9,200,105.2,20.6,7,21,81,,7.8,6,0.281,18,0.5,9,45.3,29,0.555,15.2,13,46,0.457,21,0.438,7,"February 12, 2021",74.2,23,2.2,1,105.2,79.4,27,0.64,57,0.544,31,0.456,26,0.731,19,4,200,119.5,26.7,8,19,92,,6.5,5,0.386,22,0.5,11,54.7,35,0.663,16,13,35,0.571,20,0.8,16,"Ervin J. Nutter Center, Dayton, Ohio",MILWAUKEE,Milwaukee,76.7,Home,WRIGHT-STATE,Wright State
2020-11-25-19-minnesota,45.8,11,2.2,1,106.5,70,28,0.386,66,0.364,24,0.318,21,0.857,18,1,200,74.2,20.5,8,25,69,,7.5,7,0.242,16,0.188,3,45.6,36,0.454,23.4,23,50,0.42,21,0,0,"November 25, 2020",50,17,8,4,74.2,79.5,31,0.475,79,0.43,34,0.38,30,0.8,24,0,200,106.5,30,12,21,99,,14,13,0.43,34,0.206,7,54.4,43,0.531,12.4,13,45,0.6,27,1,1,"Williams Arena, Minneapolis, Minnesota",GREEN-BAY,Green Bay,92.6,Home,MINNESOTA,Minnesota
2020-11-28-18-minnesota,42.3,11,8,4,108.6,74.2,23,0.492,59,0.441,26,0.339,20,0.75,15,1,200,90.1,17.6,6,27,73,,6.2,5,0.288,17,0.353,6,44.6,29,0.533,21.9,19,42,0.476,20,0.5,1,"November 28, 2020",73.3,22,7.1,3,90.1,82.4,28,0.523,65,0.462,30,0.431,28,0.714,20,0,200,108.6,25.8,8,17,88,,8.6,7,0.231,15,0.533,8,55.4,36,0.562,12.5,11,50,0.44,22,1,2,"Williams Arena, Minneapolis, Minnesota",LOYOLA-MARYMOUNT,Loyola Marymount,81.4,Home,MINNESOTA,Minnesota
2020-11-30-20-minnesota,50,9,0,0,97.1,78.1,25,0.387,53,0.34,18,0.604,32,0.719,23,2,200,92.8,40.6,13,24,64,,5.8,4,0.396,21,0.238,5,59.4,38,0.469,17.3,14,32,0.406,13,0.333,1,"November 30, 2020",52.2,12,12.5,4,92.8,59.4,19,0.463,54,0.426,23,0.444,24,0.708,17,0,200,97.1,21.9,7,25,67,,10.1,7,0.296,16,0.25,4,40.6,26,0.512,13.4,10,38,0.5,19,1,3,"Williams Arena, Minneapolis, Minnesota",LOYOLA-MARYMOUNT,Loyola Marymount,68.8,Home,MINNESOTA,Minnesota
2020-12-04-21-minnesota,52,13,6.8,3,104.1,72,18,0.483,60,0.417,25,0.183,11,0.818,9,3,200,91.8,29,9,18,67,,6.8,5,0.317,19,0.421,8,48.2,27,0.514,17.8,14,41,0.415,17,0,0,"December 4, 2020",64.3,18,19.5,8,91.8,71,22,0.508,60,0.467,28,0.367,22,0.682,15,0,200,104.1,28,7,15,76,,11,8,0.267,16,0.313,5,51.8,29,0.539,15.7,13,44,0.523,23,1,4,"Williams Arena, Minneapolis, Minnesota",NORTH-DAKOTA,North Dakota,73.3,Home,MINNESOTA,Minnesota
2020-12-08-19-minnesota,53.3,16,7.7,3,102.4,76.9,30,0.507,71,0.423,30,0.141,10,0.8,8,4,225,96.4,19.4,7,24,80,,6,5,0.493,35,0.343,12,49.3,37,0.528,15.7,14,36,0.5,18,0.2,1,"December 8, 2020",60.7,17,2.8,1,96.4,80.6,29,0.484,64,0.438,28,0.516,33,0.697,23,0,225,102.4,23.1,9,16,85,,6,5,0.391,25,0.24,6,50.7,38,0.533,13.3,12,39,0.564,22,1,5,"Williams Arena, Minneapolis, Minnesota",BOSTON-COLLEGE,Boston College,73.5,Home,MINNESOTA,Minnesota
2020-12-10-20-minnesota,60.9,14,7.1,2,128.6,71,22,0.473,56,0.411,23,0.339,19,0.421,8,3,200,87.1,23.7,9,32,61,,5.7,4,0.304,17,0.412,7,44.9,31,0.469,17.9,14,39,0.41,16,0.4,2,"December 10, 2020",75,18,23.1,9,87.1,76.3,29,0.538,52,0.462,24,0.846,44,0.773,34,0,200,128.6,29,9,19,90,,5.7,4,0.462,24,0.333,8,55.1,38,0.617,8.9,7,28,0.571,16,1,6,"Williams Arena, Minneapolis, Minnesota",MISSOURI-KANSAS-CITY,UMKC,70.5,Home,MINNESOTA,Minnesota
2020-12-15-19-illinois,52.6,10,13.3,6,112.2,75.9,22,0.326,69,0.275,19,0.464,32,0.625,20,1,200,79.3,19.2,10,19,65,,8.5,7,0.406,28,0.25,7,39.5,32,0.386,8.8,8,41,0.293,12,0.857,6,"December 15, 2020",61.8,21,4.9,2,79.3,80.8,42,0.586,64,0.531,34,0.391,25,0.68,17,2,200,112.2,24.1,7,27,92,13,2.4,2,0.297,19,0.368,7,60.5,49,0.606,14.8,13,45,0.6,27,0.714,5,"State Farm Center, Champaign, Illinois",MINNESOTA,Minnesota,82,Home,ILLINOIS,Illinois
2020-12-20-20-minnesota,52.9,18,0,0,108.4,81.5,22,0.455,77,0.442,34,0.221,17,0.706,12,1,200,98.8,30.8,12,30,82,,9.6,8,0.195,15,0.133,2,51.5,34,0.482,12.4,12,62,0.516,32,0.857,6,"December 20, 2020",69.6,16,14.5,9,98.8,69.2,27,0.583,48,0.479,23,0.854,41,0.829,34,1,200,108.4,18.5,5,20,90,,7.2,6,0.521,25,0.4,10,48.5,32,0.667,22.3,19,23,0.565,13,0.875,7,"Williams Arena, Minneapolis, Minnesota",SAINT-LOUIS,Saint Louis,83.3,Home,MINNESOTA,Minnesota
2020-12-25-20-minnesota,58.6,17,4.2,1,127.5,70.3,26,0.436,78,0.372,29,0.487,38,0.711,27,2,225,118.8,46.7,21,22,95,4,7.5,6,0.385,30,0.333,10,57.3,47,0.495,6.9,7,48,0.396,19,0.778,7,"December 25, 2020",73.3,22,10.4,5,118.8,53.3,24,0.575,67,0.448,30,0.433,29,0.862,25,1,225,127.5,29.7,11,23,102,,3.8,3,0.642,43,0.395,17,42.7,35,0.631,9.1,8,24,0.542,13,0.889,8,"Williams Arena, Minneapolis, Minnesota",IOWA,Iowa,71,Home,MINNESOTA,Minnesota
2020-12-28-20-minnesota,55.6,10,5.3,2,109.5,71.9,23,0.3,70,0.257,18,0.257,18,0.778,14,3,200,75.7,21.6,11,15,56,17,5.4,4,0.357,25,0.24,6,41,34,0.356,7.1,6,45,0.267,12,0.667,6,"December 28, 2020",60,18,8.9,4,75.7,78.4,40,0.524,63,0.476,30,0.27,17,0.882,15,1,200,109.5,28.1,9,13,81,21,6.8,5,0.397,25,0.24,6,59,49,0.57,15.6,13,38,0.632,24,0.9,9,"Williams Arena, Minneapolis, Minnesota",MICHIGAN-STATE,Michigan State,74.3,Home,MINNESOTA,Minnesota
2020-12-31-16-wisconsin,60,12,13.6,6,109.2,74.2,23,0.367,64,0.313,20,0.219,14,0.857,12,2,200,90.8,35.7,15,15,59,21,1.5,1,0.484,31,0.226,7,52.1,38,0.418,12.5,10,33,0.394,13,0.818,9,"December 31, 2020",40,12,9.1,3,90.8,64.3,27,0.559,59,0.508,30,0.136,8,0.625,5,2,200,109.2,25.8,8,15,71,6,4.6,3,0.254,15,0.4,6,47.9,35,0.565,12.6,9,44,0.545,24,0.818,9,"Kohl Center, Madison, Wisconsin",MINNESOTA,Minnesota,64.7,Home,WISCONSIN,Wisconsin
2021-01-03-17-minnesota,57.9,11,9.1,3,111.6,71,22,0.369,61,0.311,19,0.344,21,0.714,15,3,200,87,25.6,10,19,60,25,1.4,1,0.443,27,0.259,7,45.7,32,0.423,12.5,10,34,0.353,12,0.727,8,"January 3, 2021",62.5,15,17.6,6,87,74.4,29,0.518,55,0.436,24,0.527,29,0.69,20,2,200,111.6,29,9,20,77,21,7.2,5,0.4,22,0.409,9,54.3,38,0.56,10.6,8,33,0.455,15,0.833,10,"Williams Arena, Minneapolis, Minnesota",OHIO-STATE,Ohio State,69.4,Home,MINNESOTA,Minnesota
2021-01-06-20-michigan,27.3,6,4.4,2,118.8,62.5,15,0.375,68,0.324,22,0.088,6,1,6,3,200,82.6,33.3,13,15,57,16,10.1,7,0.412,28,0.25,7,44.4,28,0.402,13.5,11,40,0.375,15,0.769,10,"January 6, 2021",51.5,17,10,4,82.6,66.7,26,0.603,58,0.569,33,0.259,15,0.8,12,0,200,118.8,37.5,9,10,82,10,5.8,4,0.224,13,0.308,4,55.6,35,0.63,16.8,13,45,0.644,29,1,10,"Crisler Arena, Ann Arbor, Michigan",MINNESOTA,Minnesota,69,Home,MICHIGAN,Michigan
2021-01-10-14-iowa,60,15,4.8,2,117.8,85.2,23,0.423,71,0.352,25,0.225,16,0.688,11,4,200,97.3,23.9,11,17,71,16,9.6,7,0.479,34,0.294,10,46.6,34,0.452,8.2,7,37,0.405,15,0.714,10,"January 10, 2021",87.1,27,5.4,2,97.3,76.1,35,0.634,56,0.554,31,0.375,21,0.714,15,2,200,117.8,14.8,4,15,86,5,4.1,3,0.25,14,0.643,9,53.4,39,0.652,13.3,10,42,0.524,22,0.846,11,"Carver-Hawkeye Arena, Iowa City, Iowa",MINNESOTA,Minnesota,73.3,Home,IOWA,Iowa
2021-01-16-14-minnesota,72.7,16,2.3,1,107.1,80,24,0.446,56,0.393,22,0.25,14,0.5,7,1,200,81.4,30,12,15,57,7,5.7,4,0.393,22,0.273,6,51.4,36,0.455,23.4,19,34,0.471,16,0.917,11,"January 16, 2021",65.5,19,5.9,2,81.4,70,28,0.5,62,0.468,29,0.242,15,0.867,13,4,200,107.1,20,6,17,75,23,17.1,12,0.29,18,0.222,4,48.6,34,0.542,9.3,7,44,0.568,25,0.733,11,"Williams Arena, Minneapolis, Minnesota",MICHIGAN,Michigan,69.9,Home,MINNESOTA,Minnesota
2021-01-23-14-minnesota,63.2,12,21.7,5,77.8,82.9,29,0.511,45,0.422,19,0.644,29,0.586,17,7,200,100,21.4,6,20,63,,7.9,5,0.511,23,0.348,8,55.6,35,0.536,16,11,22,0.5,11,0.562,9,"January 23, 2021",57.1,8,27.3,6,100,78.6,22,0.359,46,0.304,14,0.543,25,0.64,16,5,200,77.8,17.1,6,21,49,17,7.9,5,0.5,23,0.217,5,44.4,28,0.423,16.2,11,23,0.391,9,0.688,11,"Williams Arena, Minneapolis, Minnesota",MINNESOTA,Minnesota,63.3,Away,MARYLAND,Maryland
2021-01-30-19-purdue,68.2,15,16.7,7,126.6,51.6,16,0.474,57,0.386,22,0.193,11,0.727,8,6,200,96.9,24.2,8,21,62,21,9.4,6,0.491,28,0.357,10,37.5,24,0.498,15.1,11,29,0.414,12,0.647,11,"January 30, 2021",40.7,11,6.9,2,96.9,75.8,25,0.544,57,0.474,27,0.421,24,0.792,19,6,200,126.6,48.4,15,18,81,,12.5,8,0.263,15,0.533,8,62.5,40,0.592,12.9,10,42,0.452,19,0.667,12,"Mackey Arena, West Lafayette, Indiana",MINNESOTA,Minnesota,64.3,Home,PURDUE,Purdue
2021-02-04-21-rutgers,53.8,14,2.9,1,115.2,61.5,16,0.453,64,0.406,26,0.266,17,0.824,14,7,200,109.1,36.8,14,20,72,,10.6,7,0.281,18,0.333,6,46.9,30,0.499,13.3,11,46,0.435,20,0.611,11,"February 4, 2021",50,13,15.2,7,109.1,63.2,24,0.592,49,0.531,26,0.51,25,0.72,18,6,200,115.2,38.5,10,16,76,,12.1,8,0.306,15,0.4,6,53.1,34,0.624,17.8,13,34,0.588,20,0.647,11,"Rutgers Athletic Center, New Brunswick, New Jersey",MINNESOTA,Minnesota,66.5,Home,RUTGERS,Rutgers
2021-02-08-20-minnesota,57.1,12,13.9,5,98.8,72.5,29,0.395,57,0.368,21,0.439,25,0.64,16,10,200,76.3,22.2,8,22,61,,7.5,6,0.263,15,0.2,3,48.7,37,0.443,20.9,18,42,0.429,18,0.286,4,"February 8, 2021",55.6,15,9.5,4,76.3,77.8,28,0.431,72,0.375,27,0.306,22,0.773,17,7,200,98.8,27.5,11,24,79,,5,4,0.5,36,0.222,8,51.3,39,0.479,9.9,9,36,0.528,19,0.632,12,"Williams Arena, Minneapolis, Minnesota",NEBRASKA,Nebraska,79.7,Home,MINNESOTA,Minnesota
2021-02-11-17-minnesota,55.6,15,13.9,5,106,69.7,23,0.452,62,0.435,27,0.258,16,0.75,12,8,200,101.5,36.4,12,14,68,24,9,6,0.274,17,0.118,2,53,35,0.489,11.5,9,45,0.556,25,0.619,13,"February 11, 2021",48.1,13,11.1,5,101.5,63.6,21,0.508,60,0.45,27,0.233,14,0.714,10,7,200,106,30.3,10,14,71,,6,4,0.4,24,0.292,7,47,31,0.533,13.1,10,36,0.556,20,0.65,13,"Williams Arena, Minneapolis, Minnesota",PURDUE,Purdue,66.6,Home,MINNESOTA,Minnesota
2020-11-25-20-mississippi-state,68.4,13,5.4,2,64.6,61,25,0.398,54,0.352,19,0.278,15,0.667,10,0,200,81.5,28.6,10,21,53,,7.7,5,0.463,25,0.2,5,46.1,35,0.434,18.8,14,29,0.483,14,1,1,"November 25, 2020",40,6,6.9,2,81.5,71.4,25,0.34,50,0.3,15,0.54,27,0.296,8,1,200,64.6,39,16,20,42,,10.8,7,0.26,13,0.308,4,53.9,41,0.334,22.5,18,37,0.297,11,0,0,"Titan Field House, Melbourne, Florida",MISSISSIPPI-STATE,Mississippi State,65,Away,CLEMSON,Clemson
2020-11-26-18-mississippi-state,78.6,22,8.1,3,119.7,60,12,0.708,53,0.528,28,0.264,14,0.643,9,1,200,137.7,19.2,5,17,84,,4.9,3,0.736,39,0.487,19,37,17,0.704,9.2,6,14,0.643,9,0.5,1,"November 26, 2020",63,17,28.6,4,137.7,80.8,21,0.617,47,0.574,27,0.404,19,0.789,15,2,200,119.7,40,8,16,73,,4.9,3,0.213,10,0.4,4,63,29,0.651,19,13,37,0.622,23,0,0,"Titan Field House, Melbourne, Florida",MISSISSIPPI-STATE,Mississippi State,60.8,Away,LIBERTY,Liberty
2020-11-30-20-mississippi-state,41.2,7,5.7,2,107.9,61.3,19,0.358,53,0.321,17,0.34,18,0.722,13,1,200,81,18.9,7,14,51,,9.5,6,0.283,15,0.267,4,38.2,26,0.414,7.6,5,38,0.342,13,0.667,2,"November 30, 2020",68,17,18.4,7,81,81.1,30,0.509,58,0.431,25,0.207,12,0.75,9,2,200,107.9,38.7,12,20,68,,3.2,2,0.397,23,0.391,9,61.8,42,0.534,19.2,15,35,0.457,16,0.333,1,"Humphrey Coliseum, Starkville, Mississippi",TEXAS-STATE,Texas State,63.1,Home,MISSISSIPPI-STATE,Mississippi State
2020-12-04-20-mississippi-state,55,11,0,0,111.3,62.1,18,0.42,56,0.357,20,0.357,20,0.8,16,2,200,101.6,33.3,13,18,63,,3.2,2,0.411,23,0.304,7,45.6,31,0.481,11,8,33,0.394,13,0.333,1,"December 4, 2020",23.1,6,21.2,7,101.6,66.7,26,0.491,54,0.481,26,0.407,22,0.727,16,2,200,111.3,37.9,11,21,69,,6.5,4,0.185,10,0.1,1,54.4,37,0.535,13.6,10,44,0.568,25,0.5,2,"Humphrey Coliseum, Starkville, Mississippi",NORTH-TEXAS,North Texas,62,Home,MISSISSIPPI-STATE,Mississippi State
2020-12-08-21-mississippi-state,63.2,12,7,3,112.3,51.4,19,0.462,52,0.365,19,0.269,14,0.786,11,1,200,80.8,9.4,3,27,59,,8.2,6,0.462,24,0.417,10,31.9,22,0.503,22.6,17,28,0.321,9,0,0,"December 8, 2020",55.6,15,14.3,4,80.8,90.6,29,0.508,61,0.443,27,0.541,33,0.606,20,2,200,112.3,48.6,18,15,82,,8.2,6,0.295,18,0.444,8,68.1,47,0.535,15.6,14,43,0.442,19,0.6,3,"Humphrey Coliseum, Starkville, Mississippi",JACKSON-STATE,Jackson State,72.7,Home,MISSISSIPPI-STATE,Mississippi State
2020-12-12-15-dayton,38.2,13,6.1,2,102.4,84.2,16,0.487,75,0.453,34,0.293,22,0.409,9,3,250,98.8,36.8,14,21,82,,9.6,8,0.227,17,0.294,5,52.6,30,0.48,14.2,14,58,0.5,29,0.5,3,"December 12, 2020",62.1,18,6.9,4,98.8,63.2,24,0.6,55,0.527,29,0.473,26,0.731,19,1,250,102.4,15.8,3,16,85,,6,5,0.4,22,0.364,8,47.4,27,0.631,20.4,17,33,0.636,21,0.75,3,"Philips Arena, Atlanta, Georgia",MISSISSIPPI-STATE,Mississippi State,66.7,Home,DAYTON,Dayton
2020-12-16-19-mississippi-state,58.3,14,7.5,3,117.4,63.3,19,0.451,61,0.393,24,0.197,12,0.833,10,6,200,94.2,22.2,8,16,65,,8.7,6,0.295,18,0.389,7,40.9,27,0.487,13.1,10,43,0.395,17,0,0,"December 16, 2020",37.9,11,11.6,5,94.2,77.8,28,0.557,61,0.475,29,0.311,19,0.684,13,3,200,117.4,36.7,11,13,81,,5.8,4,0.344,21,0.476,10,59.1,39,0.578,13.7,11,40,0.475,19,0.571,4,"Humphrey Coliseum, Starkville, Mississippi",CENTRAL-ARKANSAS,Central Arkansas,69.4,Home,MISSISSIPPI-STATE,Mississippi State
2020-12-21-20-mississippi-state,64.7,11,2.8,1,129.9,51.7,15,0.4,55,0.309,17,0.091,5,0.8,4,8,200,71.6,16.7,6,19,48,,7.5,5,0.709,39,0.256,10,32.3,21,0.418,20.8,15,16,0.438,7,0,0,"December 21, 2020",57.6,19,12.5,2,71.6,83.3,30,0.636,59,0.559,33,0.373,22,0.545,12,3,200,129.9,48.3,14,13,87,,13.4,9,0.39,23,0.391,9,67.7,44,0.626,15.9,13,36,0.667,24,0.625,5,"Humphrey Coliseum, Starkville, Mississippi",MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,67.4,Home,MISSISSIPPI-STATE,Mississippi State
2020-12-30-19-georgia,51.7,15,20,8,94.8,71.1,27,0.53,66,0.439,29,0.273,18,0.722,13,3,200,107.8,28.9,11,17,83,,9.1,7,0.409,27,0.444,12,50,38,0.557,14,12,39,0.436,17,0.667,6,"December 30, 2020",61.5,16,5.1,2,107.8,71.1,27,0.469,65,0.4,26,0.277,18,0.667,12,1,200,94.8,28.9,11,17,73,,5.2,4,0.385,25,0.36,9,50,38,0.496,17.1,15,40,0.425,17,0.875,7,"Stegeman Coliseum, Athens, Georgia",GEORGIA,Georgia,76.6,Away,MISSISSIPPI-STATE,Mississippi State
2021-01-02-18-mississippi-state,53.1,17,18.5,10,90.1,65.9,29,0.487,77,0.416,32,0.104,8,0.375,3,6,250,96.3,37.2,16,15,78,,12.3,10,0.273,21,0.524,11,51.7,45,0.483,16.6,16,56,0.375,21,0.25,2,"January 2, 2021",61.5,16,12.5,7,96.3,62.8,27,0.413,69,0.377,26,0.333,23,0.696,16,4,250,90.1,34.1,15,14,73,,12.3,10,0.217,15,0.333,5,48.3,42,0.457,16.8,16,54,0.389,21,0.6,6,"Humphrey Coliseum, Starkville, Mississippi",MISSISSIPPI-STATE,Mississippi State,64.7,Away,KENTUCKY,Kentucky
2021-01-05-21-mississippi-state,57.7,15,6.3,3,121.9,63.6,14,0.491,58,0.448,26,0.103,6,1,6,2,200,98.4,14.3,4,19,63,13,9.4,6,0.31,18,0.278,5,36,18,0.518,10.3,7,40,0.525,21,0.778,7,"January 5, 2021",39.3,11,12.5,5,98.4,85.7,24,0.546,54,0.519,28,0.389,21,0.905,19,4,200,121.9,36.4,8,10,78,,9.4,6,0.111,6,0.5,3,64,32,0.61,12.5,9,48,0.521,25,0.636,7,"Humphrey Coliseum, Starkville, Mississippi",MISSOURI,Missouri,64.4,Home,MISSISSIPPI-STATE,Mississippi State
2021-01-09-13-vanderbilt,29,9,11.1,3,114.1,76.3,29,0.647,51,0.608,31,0.549,28,0.643,18,4,200,118.3,19.2,5,19,84,,7,5,0.137,7,0.571,4,53.1,34,0.653,14.8,11,44,0.614,27,0.667,8,"January 9, 2021",76,19,4.5,2,118.3,80.8,21,0.542,60,0.417,25,0.35,21,0.762,16,5,200,114.1,23.7,9,19,81,,5.6,4,0.55,33,0.455,15,46.9,30,0.579,12.6,10,27,0.37,10,0.444,4,"Memorial Gymnasium, Nashville, Tennessee",VANDERBILT,Vanderbilt,70.6,Away,MISSISSIPPI-STATE,Mississippi State
2021-01-13-21-mississippi-state,34.8,8,8.1,3,94.8,61.5,16,0.462,53,0.434,23,0.17,9,0.778,7,4,200,96.6,37,10,11,56,,12.1,7,0.189,10,0.3,3,49.1,26,0.489,14.9,10,43,0.465,20,0.636,7,"January 13, 2021",50,11,14,6,96.6,63,17,0.48,51,0.431,22,0.196,10,0.6,6,5,200,94.8,38.5,10,13,55,,10.3,6,0.275,14,0.357,5,50.9,27,0.493,19,13,37,0.459,17,0.615,8,"Humphrey Coliseum, Starkville, Mississippi",MISSISSIPPI-STATE,Mississippi State,58,Away,TEXAS-AM,Texas A&M
2021-01-16-16-mississippi-state,44,11,13.5,7,97.3,55.2,16,0.451,61,0.41,25,0.262,16,0.875,14,4,200,93.2,16.7,6,17,69,,6.8,5,0.311,19,0.263,5,33.8,22,0.503,13.9,11,42,0.476,20,0.6,6,"January 16, 2021",48.3,14,14.3,6,93.2,83.3,30,0.492,60,0.483,29,0.4,24,0.542,13,5,200,97.3,44.8,13,15,72,,8.1,6,0.133,8,0.125,1,66.2,43,0.504,17.5,15,52,0.538,28,0.643,9,"Humphrey Coliseum, Starkville, Mississippi",FLORIDA,Florida,73.5,Home,MISSISSIPPI-STATE,Mississippi State
