namedate,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name
2021-01-31-13-ohio-state,64.7,11,5.4,2,109.7,81.8,27,0.368,53,0.321,17,0.585,31,0.742,23,6,200,86.1,18.2,6,24,62,,2.8,2,0.453,24,0.208,5,50,33,0.458,13,10,29,0.414,12,0.571,8,"January 31, 2021",32,8,10.3,3,86.1,81.8,27,0.509,55,0.455,25,0.527,29,0.793,23,4,200,109.7,18.2,6,24,79,13,8.3,6,0.327,18,0.333,6,50,33,0.574,11.7,9,37,0.514,19,0.778,14,"Value City Arena, Columbus, Ohio",MICHIGAN-STATE,Michigan State,71.8,Home,OHIO-STATE,Ohio State
2021-02-02-19-iowa,57.1,16,10.3,4,129.2,58.1,18,0.486,70,0.4,28,0.214,15,0.667,10,7,200,120,43.2,19,28,78,,4.6,3,0.414,29,0.414,12,49.3,37,0.506,9.5,8,41,0.39,16,0.533,8,"February 2, 2021",57.1,16,12.2,5,120,56.8,25,0.545,56,0.5,28,0.625,35,0.657,23,4,200,129.2,41.9,13,17,84,8,4.6,3,0.304,17,0.294,5,50.7,38,0.578,5.3,4,39,0.59,23,0.765,13,"Carver-Hawkeye Arena, Iowa City, Iowa",MICHIGAN-STATE,Michigan State,64.9,Home,IOWA,Iowa
2021-02-06-18-michigan-state,52.4,11,16.7,6,82.5,74.2,23,0.388,58,0.362,21,0.414,24,0.458,11,9,200,70,14.6,6,17,56,,15,12,0.293,17,0.176,3,40.3,29,0.403,19.9,17,41,0.439,18,0.308,4,"February 6, 2021",69.6,16,17.1,7,70,85.4,35,0.441,59,0.39,23,0.271,16,0.875,14,7,200,82.5,25.8,8,24,66,,8.8,7,0.39,23,0.261,6,59.7,43,0.495,23.2,20,36,0.472,17,0.562,9,"Breslin Events Center, East Lansing, Michigan",NEBRASKA,Nebraska,79.5,Home,MICHIGAN-STATE,Michigan State
2021-02-09-19-michigan-state,60,12,2.5,1,92.3,71.9,23,0.388,58,0.345,20,0.259,15,0.867,13,9,200,89.2,21.2,7,16,58,,7.7,5,0.397,23,0.217,5,46.2,30,0.445,12.2,9,35,0.429,15,0.438,7,"February 9, 2021",65.2,15,8.6,3,89.2,78.8,26,0.455,55,0.418,23,0.273,15,0.667,10,7,200,92.3,28.1,9,15,60,,7.7,5,0.273,15,0.267,4,53.8,35,0.483,12.7,9,40,0.475,19,0.588,10,"Breslin Events Center, East Lansing, Michigan",PENN-STATE,Penn State,64.6,Home,MICHIGAN-STATE,Michigan State
2020-11-25-16-michigan,46.2,12,0,0,128,71,22,0.457,70,0.371,26,0.314,22,0.818,18,1,200,109.3,23.3,10,24,82,,4,3,0.414,29,0.414,12,43.2,32,0.51,7,6,41,0.341,14,0,0,"November 25, 2020",69.7,23,7.3,3,109.3,76.7,33,0.623,61,0.541,33,0.426,26,0.769,20,0,200,128,29,9,16,96,25,4,3,0.443,27,0.37,10,56.8,42,0.654,12.1,10,34,0.676,23,1,1,"Crisler Arena, Ann Arbor, Michigan",BOWLING-GREEN-STATE,Bowling Green State,75.4,Home,MICHIGAN,Michigan
2020-11-29-18-michigan,42.9,9,2.9,1,96.4,71,22,0.391,64,0.328,21,0.391,25,0.84,21,4,225,84.5,17.5,7,18,71,,13.1,11,0.531,34,0.235,8,40.8,29,0.468,16.7,15,30,0.433,13,0,0,"November 29, 2020",82.8,24,16.7,5,84.5,82.5,33,0.532,62,0.468,29,0.355,22,0.682,15,0,225,96.4,29,9,20,81,25,8.3,7,0.435,27,0.296,8,59.2,42,0.559,21.8,20,35,0.6,21,1,2,"Crisler Arena, Ann Arbor, Michigan",OAKLAND,Oakland,74.4,Home,MICHIGAN,Michigan
2020-12-02-19-michigan,29.2,7,2.3,1,115.1,67.9,19,0.451,61,0.393,24,0.262,16,0.625,10,2,200,89,18.4,7,18,65,,6.8,5,0.328,20,0.35,7,39.4,26,0.474,16,13,41,0.415,17,0,0,"December 2, 2020",36.4,12,9.8,4,89,81.6,31,0.593,59,0.559,33,0.322,19,0.737,14,0,200,115.1,32.1,9,18,84,,5.5,4,0.254,15,0.267,4,60.6,40,0.617,15.1,12,44,0.659,29,1,3,"Crisler Arena, Ann Arbor, Michigan",BALL-STATE,Ball State,72.8,Home,MICHIGAN,Michigan
2020-12-06-16-michigan,42.9,9,7.9,3,117.6,61.3,19,0.392,60,0.35,21,0.183,11,1,11,1,200,85.3,15.2,5,14,58,,7.4,5,0.267,16,0.313,5,37.5,24,0.445,11,8,44,0.364,16,0.5,1,"December 6, 2020",56.3,18,9.1,4,85.3,84.8,28,0.562,65,0.492,32,0.123,8,0.875,7,0,200,117.6,38.7,12,14,80,,4.4,3,0.415,27,0.333,9,62.5,40,0.581,12.7,10,38,0.605,23,1,4,"Crisler Arena, Ann Arbor, Michigan",CENTRAL-FLORIDA,UCF,67.5,Home,MICHIGAN,Michigan
2020-12-09-18-michigan,46.2,12,2.3,1,128.2,68,17,0.477,64,0.406,26,0.188,12,0.833,10,3,200,100,27.3,9,19,71,,5.6,4,0.375,24,0.375,9,44.8,26,0.509,15.8,13,40,0.425,17,0.5,3,"December 9, 2020",58.8,20,22.5,9,100,72.7,24,0.653,59,0.576,34,0.305,18,0.778,14,0,200,128.2,32,8,13,91,,9.9,7,0.271,16,0.563,9,55.2,32,0.674,10.7,8,43,0.581,25,1,5,"Crisler Arena, Ann Arbor, Michigan",TOLEDO,Toledo,70.6,Home,MICHIGAN,Michigan
2020-12-13-14-michigan,50,10,6.5,2,91.2,83.3,20,0.362,65,0.308,20,0.231,15,0.733,11,2,200,85.3,24.4,10,17,58,,10.3,7,0.292,19,0.368,7,46.2,30,0.402,10.1,8,46,0.283,13,0.6,3,"December 13, 2020",65,13,17.4,8,85.3,75.6,31,0.5,45,0.444,20,0.444,20,0.85,17,0,200,91.2,16.7,4,16,62,,0,0,0.311,14,0.357,5,53.8,35,0.569,21.8,15,31,0.484,15,1,6,"Crisler Arena, Ann Arbor, Michigan",PENN-STATE,Penn State,67.8,Home,MICHIGAN,Michigan
2020-12-25-18-nebraska,53.3,16,4.5,2,92,84.6,33,0.585,59,0.508,30,0.237,14,0.786,11,0,200,106.7,23.3,7,16,80,19,8,6,0.458,27,0.333,9,58,40,0.609,18.7,15,32,0.656,21,1,7,"December 25, 2020",24,6,9.4,3,106.7,76.7,23,0.445,64,0.391,25,0.313,20,0.6,12,5,200,92,15.4,6,19,69,,8,6,0.313,20,0.35,7,42,29,0.469,9.9,8,44,0.409,18,0.444,4,"Pinnacle Bank Arena, Lincoln, Nebraska",NEBRASKA,Nebraska,74.6,Away,MICHIGAN,Michigan
2020-12-31-20-maryland,50,15,16.7,6,110.6,80,24,0.647,51,0.588,30,0.392,20,0.9,18,0,200,127.3,25,5,10,84,16,7.6,5,0.373,19,0.316,6,58,29,0.694,16.7,12,32,0.75,24,1,8,"December 31, 2020",50,14,6.3,2,127.3,75,15,0.595,58,0.483,28,0.103,6,0.667,4,4,200,110.6,20,6,13,73,,6.1,4,0.379,22,0.591,13,42,21,0.6,14.2,10,36,0.417,15,0.6,6,"Xfinity Center, College Park, Maryland",MARYLAND,Maryland,66.2,Away,MICHIGAN,Michigan
2021-01-03-19-michigan,46.2,12,2.7,1,119.7,63.6,21,0.452,63,0.413,26,0.19,12,0.75,9,3,200,93,14.7,5,14,66,19,1.4,1,0.286,18,0.278,5,38.8,26,0.48,10.5,8,45,0.467,21,0.667,6,"January 3, 2021",68.8,22,17.8,8,93,85.3,29,0.594,64,0.5,32,0.219,14,0.643,9,0,200,119.7,36.4,12,15,85,16,5.6,4,0.422,27,0.444,12,61.2,41,0.602,13.6,11,37,0.541,20,1,9,"Crisler Arena, Ann Arbor, Michigan",NORTHWESTERN,Northwestern,70.7,Home,MICHIGAN,Michigan
2021-01-06-20-michigan,27.3,6,4.4,2,118.8,62.5,15,0.375,68,0.324,22,0.088,6,1,6,3,200,82.6,33.3,13,15,57,16,10.1,7,0.412,28,0.25,7,44.4,28,0.402,13.5,11,40,0.375,15,0.769,10,"January 6, 2021",51.5,17,10,4,82.6,66.7,26,0.603,58,0.569,33,0.259,15,0.8,12,0,200,118.8,37.5,9,10,82,10,5.8,4,0.224,13,0.308,4,55.6,35,0.63,16.8,13,45,0.644,29,1,10,"Crisler Arena, Ann Arbor, Michigan",MINNESOTA,Minnesota,69,Home,MICHIGAN,Michigan
2021-01-12-19-michigan,40,8,4.3,2,114.9,72.4,21,0.377,65,0.308,20,0.092,6,0.833,5,3,200,80.6,17.5,7,6,54,9,6,4,0.431,28,0.321,9,40.6,28,0.398,12.9,10,37,0.297,11,0.769,10,"January 12, 2021",40.6,13,24.3,9,80.6,82.5,33,0.589,62,0.516,32,0.065,4,1,4,0,200,114.9,27.6,8,9,77,7,9,6,0.258,16,0.563,9,59.4,41,0.603,11.1,8,46,0.5,23,1,11,"Crisler Arena, Ann Arbor, Michigan",WISCONSIN,Wisconsin,67.4,Home,MICHIGAN,Michigan
2021-01-16-14-minnesota,72.7,16,2.3,1,107.1,80,24,0.446,56,0.393,22,0.25,14,0.5,7,1,200,81.4,30,12,15,57,7,5.7,4,0.393,22,0.273,6,51.4,36,0.455,23.4,19,34,0.471,16,0.917,11,"January 16, 2021",65.5,19,5.9,2,81.4,70,28,0.5,62,0.468,29,0.242,15,0.867,13,4,200,107.1,20,6,17,75,23,17.1,12,0.29,18,0.222,4,48.6,34,0.542,9.3,7,44,0.568,25,0.733,11,"Williams Arena, Minneapolis, Minnesota",MICHIGAN,Michigan,69.9,Home,MINNESOTA,Minnesota
2021-01-19-19-michigan,42.9,9,3.1,1,122.5,79.2,19,0.451,51,0.412,21,0.588,30,0.567,17,7,200,88.7,9.4,3,15,63,,5.6,4,0.373,19,0.211,4,39.3,22,0.483,13.5,10,32,0.531,17,0.533,8,"January 19, 2021",69,20,15.6,5,88.7,90.6,29,0.625,56,0.518,29,0.393,22,0.773,17,1,200,122.5,20.8,5,22,87,7,8.5,6,0.429,24,0.5,12,60.7,34,0.655,12.1,9,32,0.531,17,0.923,12,"Crisler Arena, Ann Arbor, Michigan",MARYLAND,Maryland,71.4,Home,MICHIGAN,Michigan
2021-01-22-19-purdue,58.3,14,9.4,5,76.8,61.7,29,0.491,55,0.436,24,0.309,17,0.824,14,1,200,101.4,27.6,8,18,68,7,8.7,6,0.273,15,0.4,6,48.7,37,0.555,18.3,14,40,0.45,18,0.929,13,"January 22, 2021",55,11,15,6,101.4,72.4,21,0.323,65,0.308,20,0.231,15,0.733,11,6,200,76.8,38.3,18,16,53,,8.7,6,0.185,12,0.167,2,51.3,39,0.367,16.4,14,53,0.34,18,0.647,11,"Mackey Arena, West Lafayette, Indiana",PURDUE,Purdue,68.6,Away,MICHIGAN,Michigan
2020-11-26-11-middle-tennessee,36.4,8,5.1,2,77.6,79.5,35,0.417,54,0.407,22,0.37,20,0.75,15,1,200,78.9,25.8,8,18,60,,9.2,7,0.13,7,0.143,1,57.3,43,0.472,25.9,22,47,0.447,21,0.5,1,"November 26, 2020",42.1,8,6.4,3,78.9,74.2,23,0.381,59,0.322,19,0.373,22,0.636,14,1,200,77.6,20.5,9,19,59,,17.1,13,0.339,20,0.35,7,42.7,32,0.425,17.9,15,39,0.308,12,0,0,"Germain Arena, Estero, Florida",MIDDLE-TENNESSEE,Middle Tennessee,76.5,Away,NEBRASKA-OMAHA,Omaha
2020-11-27-11-east-tennessee-state,53.3,8,8.3,3,74,79.4,27,0.34,50,0.3,15,0.24,12,0.75,9,2,200,55.8,16.7,6,24,43,,13,10,0.42,21,0.19,4,47.1,33,0.386,32.8,27,29,0.379,11,0,0,"November 27, 2020",55,11,6.9,2,55.8,83.3,30,0.379,58,0.345,20,0.328,19,0.684,13,2,200,74,20.6,7,17,57,,15.6,12,0.379,22,0.182,4,52.9,37,0.425,21.3,18,36,0.444,16,0.333,1,"Germain Arena, Estero, Florida",MIDDLE-TENNESSEE,Middle Tennessee,77.4,Home,EAST-TENNESSEE-STATE,ETSU
2020-12-02-19-middle-tennessee,47.8,11,2.7,1,101.3,76.7,23,0.422,58,0.397,23,0.276,16,0.75,12,1,200,79.2,24.2,8,14,61,,9.1,7,0.276,16,0.188,3,49.2,31,0.465,20.7,17,42,0.476,20,0.5,1,"December 2, 2020",40,12,11.9,5,79.2,75.8,25,0.523,66,0.455,30,0.182,12,0.75,9,2,200,101.3,23.3,7,16,78,,10.4,8,0.439,29,0.31,9,50.8,32,0.544,16.4,14,37,0.568,21,0.333,1,"Murphy Athletic Center, Murfreesboro, Tennessee",MURRAY-STATE,Murray State,76.7,Home,MIDDLE-TENNESSEE,Middle Tennessee
2020-12-07-19-middle-tennessee,57.7,15,0,0,94.6,77.4,24,0.527,56,0.464,26,0.464,26,0.808,21,0,200,108.1,26.7,8,13,80,,8.1,6,0.393,22,0.318,7,52.5,32,0.585,19.2,16,34,0.559,19,1,4,"December 7, 2020",55.2,16,5.9,2,108.1,73.3,22,0.569,58,0.5,29,0.155,9,0.444,4,3,200,94.6,22.6,7,21,70,,8.1,6,0.31,18,0.444,8,47.5,29,0.562,20.5,16,40,0.525,21,0.25,1,"Murphy Athletic Center, Murfreesboro, Tennessee",MIDDLE-TENNESSEE,Middle Tennessee,73.8,Away,CHATTANOOGA,Chattanooga
2020-12-12-17-middle-tennessee,55.6,10,9.8,4,102.7,59.5,25,0.431,51,0.353,18,0.392,20,0.65,13,0,200,77,14.3,5,22,57,,9.5,7,0.471,24,0.333,8,39,30,0.471,22.1,17,27,0.37,10,0,0,"December 12, 2020",56.5,13,7.4,2,77,85.7,30,0.397,68,0.338,23,0.412,28,0.786,22,3,200,102.7,40.5,17,19,76,,14.9,11,0.397,27,0.296,8,61,47,0.467,13,12,41,0.366,15,0.4,2,"Murphy Athletic Center, Murfreesboro, Tennessee","Covenant
			","Covenant
			",74.4,Home,MIDDLE-TENNESSEE,Middle Tennessee
2020-12-16-20-middle-tennessee,25,7,5.7,2,69.9,76.3,29,0.569,51,0.549,28,0.373,19,0.632,12,0,200,95.9,16.7,4,19,70,,15.1,11,0.275,14,0.143,2,53.2,33,0.583,22.3,17,37,0.703,26,1,4,"December 16, 2020",23.5,4,5.4,2,95.9,83.3,20,0.342,57,0.298,17,0.263,15,0.8,12,4,200,69.9,23.7,9,17,51,,6.8,5,0.386,22,0.227,5,46.8,29,0.398,22.1,18,35,0.343,12,0.333,2,"Murphy Athletic Center, Murfreesboro, Tennessee",MIDDLE-TENNESSEE,Middle Tennessee,73.1,Away,MISSISSIPPI,Ole Miss
2021-01-08-19-middle-tennessee,35.7,10,14.3,4,82.1,65.5,19,0.534,58,0.483,28,0.138,8,0.75,6,3,200,101.5,27.6,8,11,68,,16.4,11,0.414,24,0.25,6,46.6,27,0.55,17.4,13,34,0.647,22,0.727,8,"January 8, 2021",42.9,9,5.9,2,101.5,72.4,21,0.462,53,0.396,21,0.189,10,0.6,6,5,200,82.1,34.5,10,12,55,,6,4,0.472,25,0.28,7,53.4,31,0.476,25.8,20,28,0.5,14,0.286,2,"Murphy Athletic Center, Murfreesboro, Tennessee",MIDDLE-TENNESSEE,Middle Tennessee,67.3,Away,FLORIDA-INTERNATIONAL,Florida International
2021-01-09-17-middle-tennessee,27.3,6,7.7,3,90.5,78.8,26,0.421,57,0.386,22,0.228,13,0.615,8,4,200,75.7,16.7,6,18,56,,10.8,8,0.386,22,0.182,4,46.4,32,0.443,22.3,18,35,0.514,18,0.667,8,"January 9, 2021",37.5,9,14.3,5,75.7,83.3,30,0.473,56,0.429,24,0.339,19,0.737,14,5,200,90.5,21.2,7,18,67,,12.2,9,0.304,17,0.294,5,53.6,37,0.515,18.9,15,39,0.487,19,0.375,3,"Murphy Athletic Center, Murfreesboro, Tennessee",FLORIDA-INTERNATIONAL,Florida International,74.1,Home,MIDDLE-TENNESSEE,Middle Tennessee
2021-01-15-20-southern-mississippi,44.4,8,0,0,112,81.8,27,0.352,61,0.295,18,0.295,18,0.611,11,6,200,72,18.2,8,5,54,,5.3,4,0.426,26,0.269,7,45.5,35,0.388,17.9,15,35,0.314,11,0.333,3,"January 15, 2021",44.4,16,8.6,3,72,81.8,36,0.576,72,0.5,36,0.056,4,0.25,1,6,200,112,18.2,6,11,84,,10.7,8,0.319,23,0.478,11,54.5,42,0.568,6.3,5,49,0.51,25,0.5,6,"Reed Green Coliseum, Hattiesburg, Mississippi",MIDDLE-TENNESSEE,Middle Tennessee,74.7,Home,SOUTHERN-MISSISSIPPI,Southern Miss
2021-01-16-17-southern-mississippi,23.8,5,0,0,85.3,88,22,0.414,58,0.362,21,0.293,17,0.647,11,7,200,78.7,17.1,6,21,59,,14.7,11,0.448,26,0.231,6,46.7,28,0.446,17.6,14,32,0.469,15,0.3,3,"January 16, 2021",50,11,6.3,2,78.7,82.9,29,0.49,48,0.458,22,0.5,24,0.708,17,6,200,85.3,12,3,20,64,,9.3,7,0.229,11,0.273,3,53.3,32,0.539,25.5,20,37,0.514,19,0.538,7,"Reed Green Coliseum, Hattiesburg, Mississippi",MIDDLE-TENNESSEE,Middle Tennessee,75.2,Home,SOUTHERN-MISSISSIPPI,Southern Miss
2021-01-23-17-middle-tennessee,45.8,11,15.2,5,95.7,92.6,25,0.617,47,0.511,24,0.617,29,0.828,24,4,200,117.1,38.5,10,12,82,,11.4,8,0.426,20,0.5,10,66,35,0.675,22.1,17,27,0.519,14,0.75,12,"January 23, 2021",32,8,3.7,1,117.1,61.5,16,0.527,55,0.455,25,0.182,10,0.9,9,8,200,95.7,7.4,2,22,67,,12.9,9,0.4,22,0.364,8,34,18,0.561,19.1,14,33,0.515,17,0.273,3,"Murphy Athletic Center, Murfreesboro, Tennessee",MIDDLE-TENNESSEE,Middle Tennessee,69.8,Away,WESTERN-KENTUCKY,Western Kentucky
2021-01-24-14-middle-tennessee,54.2,13,15,6,74.3,75,33,0.51,50,0.48,24,0.44,22,0.773,17,4,200,97.1,12.5,3,11,68,,4.3,3,0.3,15,0.2,3,52.9,36,0.562,17.9,13,35,0.6,21,0.765,13,"January 24, 2021",38.9,7,5.7,2,97.1,87.5,21,0.325,63,0.286,18,0.222,14,0.786,11,9,200,74.3,25,11,17,52,,7.1,5,0.365,23,0.217,5,47.1,32,0.373,12.6,10,40,0.325,13,0.25,3,"Murphy Athletic Center, Murfreesboro, Tennessee",MIDDLE-TENNESSEE,Middle Tennessee,69.6,Away,WESTERN-KENTUCKY,Western Kentucky
2021-01-28-21-middle-tennessee,48.3,14,11.4,4,88.1,66.7,20,0.47,67,0.433,29,0.209,14,0.5,7,2,200,104.5,40,16,12,70,,13.4,9,0.343,23,0.217,5,51.4,36,0.475,11,9,44,0.545,24,0.867,13,"January 28, 2021",50,11,4.5,2,104.5,60,24,0.5,53,0.415,22,0.208,11,0.545,6,10,200,88.1,33.3,10,18,59,,9,6,0.34,18,0.5,9,48.6,34,0.507,24.7,19,35,0.371,13,0.231,3,"Murphy Athletic Center, Murfreesboro, Tennessee",MIDDLE-TENNESSEE,Middle Tennessee,66.9,Away,ALABAMA-BIRMINGHAM,Alabama-Birmingham
2021-01-31-15-alabama-birmingham,28.6,6,10.5,4,98.4,70,21,0.405,58,0.362,21,0.19,11,0.455,5,11,200,81.3,21.6,8,15,52,,9.4,6,0.362,21,0.238,5,43.3,29,0.411,13.7,10,37,0.432,16,0.214,3,"January 31, 2021",85,17,16.2,6,81.3,78.4,29,0.433,52,0.385,20,0.404,21,0.857,18,2,200,98.4,30,9,11,63,,7.8,5,0.269,14,0.357,5,56.7,38,0.508,14,10,38,0.395,15,0.875,14,"Bartow Arena, Birmingham, Alabama",MIDDLE-TENNESSEE,Middle Tennessee,64.1,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham
2021-02-05-19-middle-tennessee,39.3,11,11.1,3,106.5,81.8,18,0.615,48,0.583,28,0.167,8,0.75,6,8,200,104.8,10.5,2,14,65,,8.1,5,0.25,12,0.25,3,48.8,20,0.627,20.1,13,36,0.694,25,0.529,9,"February 5, 2021",42.3,11,5.6,2,104.8,89.5,17,0.628,47,0.553,26,0.255,12,0.583,7,11,200,106.5,18.2,4,14,66,,11.3,7,0.426,20,0.35,7,51.2,21,0.626,19.9,13,27,0.704,19,0.267,4,"Murphy Athletic Center, Murfreesboro, Tennessee",CHARLOTTE,Charlotte,62.3,Home,MIDDLE-TENNESSEE,Middle Tennessee
2021-02-06-17-middle-tennessee,40,8,14.3,4,128.1,65.4,17,0.469,48,0.417,20,0.375,18,0.833,15,9,200,105.3,38.5,10,12,60,,5.3,3,0.333,16,0.313,5,51.9,27,0.531,15.2,10,32,0.469,15,0.5,9,"February 6, 2021",68,17,6.3,2,105.3,61.5,16,0.62,50,0.5,25,0.34,17,0.647,11,11,200,128.1,34.6,9,15,73,,10.5,6,0.44,22,0.545,12,48.1,25,0.628,13.5,9,28,0.464,13,0.312,5,"Murphy Athletic Center, Murfreesboro, Tennessee",CHARLOTTE,Charlotte,57.3,Home,MIDDLE-TENNESSEE,Middle Tennessee
2021-02-12-18-marshall,43.3,13,0,0,133.8,83.9,26,0.522,69,0.435,30,0.188,13,0.538,7,12,200,98.8,13.5,5,15,79,,6.3,5,0.478,33,0.364,12,45.6,31,0.525,11.8,10,36,0.5,18,0.294,5,"February 12, 2021",54.8,23,8.3,3,98.8,86.5,32,0.697,71,0.592,42,0.169,12,0.667,8,5,200,133.8,16.1,5,10,107,,7.5,6,0.38,27,0.556,15,54.4,37,0.698,9.5,8,44,0.614,27,0.688,11,"Henderson Center, Huntington, West Virginia",MIDDLE-TENNESSEE,Middle Tennessee,79.9,Home,MARSHALL,Marshall
2020-12-11-20-kansas-state,68.2,15,6.5,2,111.8,85.2,23,0.509,53,0.415,22,0.528,28,0.75,21,1,200,110.3,27.3,9,18,75,,5.9,4,0.434,23,0.435,10,53.3,32,0.566,14.4,11,30,0.4,12,0,0,"December 11, 2020",69,20,16.7,5,110.3,72.7,24,0.642,53,0.547,29,0.34,18,0.444,8,4,200,111.8,14.8,4,20,76,,1.5,1,0.415,22,0.455,10,46.7,28,0.617,14.1,10,31,0.613,19,0.333,2,"Bramlage Coliseum, Manhattan, Kansas",MILWAUKEE,Milwaukee,67.9,Home,KANSAS-STATE,Kansas State
2020-12-13-14-western-michigan,28,7,10,3,91.3,80.6,29,0.467,60,0.417,25,0.35,21,0.714,15,1,200,102.9,34.4,11,23,71,,14.5,10,0.383,23,0.261,6,58.8,40,0.507,13.7,11,37,0.514,19,0.5,1,"December 13, 2020",42.9,9,5.4,2,102.9,65.6,21,0.5,51,0.412,21,0.451,23,0.522,12,4,200,91.3,19.4,7,21,63,,4.3,3,0.412,21,0.429,9,41.2,28,0.509,18.6,14,30,0.4,12,0.2,1,"University Arena, Kalamazoo, Michigan",WESTERN-MICHIGAN,Western Michigan,69.5,Away,MILWAUKEE,Milwaukee
2020-12-19-14-green-bay,44,11,5.3,2,91.5,68.6,24,0.509,53,0.472,25,0.34,18,0.778,14,1,200,95.8,7.4,2,16,68,,8.5,6,0.321,17,0.235,4,41.9,26,0.552,16.5,12,36,0.583,21,0.667,2,"December 19, 2020",56,14,5.6,2,95.8,92.6,25,0.445,64,0.391,25,0.172,11,0.727,8,5,200,91.5,31.4,11,17,65,,8.5,6,0.406,26,0.269,7,58.1,36,0.469,14.8,12,38,0.474,18,0,0,"Kress Events Center, Green Bay, Wisconsin",GREEN-BAY,Green Bay,70.9,Away,MILWAUKEE,Milwaukee
2020-12-20-14-green-bay,50,13,13.3,4,92.5,88.2,30,0.5,56,0.464,26,0.411,23,0.783,18,1,200,110.4,26.7,8,14,74,,3,2,0.268,15,0.267,4,59.4,38,0.553,10.8,8,41,0.537,22,0.75,3,"December 20, 2020",61.9,13,2.4,1,110.4,73.3,22,0.472,54,0.389,21,0.315,17,0.647,11,6,200,92.5,11.8,4,18,62,,7.5,5,0.444,24,0.375,9,40.6,26,0.499,12.8,9,30,0.4,12,0,0,"Kress Events Center, Green Bay, Wisconsin",GREEN-BAY,Green Bay,67,Away,MILWAUKEE,Milwaukee
2021-01-01-18-robert-morris,73.7,14,2.2,1,95.7,56.8,21,0.446,56,0.339,19,0.339,19,0.737,14,2,200,91.4,18.9,7,16,64,,5.7,4,0.625,35,0.343,12,37.8,28,0.492,16.8,13,21,0.333,7,0.6,3,"January 1, 2021",29.2,7,19,4,91.4,81.1,30,0.433,60,0.4,24,0.333,20,0.75,15,3,200,95.7,43.2,16,18,67,,10,7,0.233,14,0.286,4,62.2,46,0.482,17.9,15,46,0.435,20,0.5,3,"UPMC Events Center, Moon, Pennsylvania",MILWAUKEE,Milwaukee,69.8,Home,ROBERT-MORRIS,Robert Morris
2021-01-08-12-milwaukee,40,10,0,0,120.5,87.1,27,0.483,60,0.417,25,0.317,19,0.632,12,3,200,89.7,13.9,5,20,70,,6.4,5,0.45,27,0.296,8,47.8,32,0.507,16,13,33,0.515,17,0.25,1,"January 8, 2021",61.3,19,6.1,2,89.7,86.1,31,0.636,59,0.525,31,0.407,24,0.792,19,2,200,120.5,12.9,4,17,94,,7.7,6,0.39,23,0.565,13,52.2,35,0.668,14.7,12,36,0.5,18,0.667,4,"Klotsche Center, Milwaukee, Wisconsin",IUPUI,IUPUI,77.7,Home,MILWAUKEE,Milwaukee
2021-01-09-12-milwaukee,50,11,5.3,2,97.3,96.2,25,0.5,54,0.407,22,0.241,13,0.692,9,4,200,86.3,6.3,2,20,63,,8.2,6,0.463,25,0.4,10,46.6,27,0.523,20.1,15,29,0.414,12,0.2,1,"January 9, 2021",44.8,13,3.4,1,86.3,93.8,30,0.596,52,0.558,29,0.269,14,0.643,9,2,200,97.3,3.8,1,15,71,,12.3,9,0.269,14,0.286,4,53.4,31,0.605,21.6,16,38,0.658,25,0.714,5,"Klotsche Center, Milwaukee, Wisconsin",IUPUI,IUPUI,73.4,Home,MILWAUKEE,Milwaukee
